haul_id,diverse,naturmaterial,plast,metall,glas,gummi,quarter,st_no,haul_no,year,lat,lon,X,Y,ansse_area,balse_area,trend_area,swept_area_km2,sup,fishery,var,depth
2021_1_45_44_57.2_11.7,0,0,0,0,0,0,1,45,44,2021,57.20675,11.655850000000001,298.02528469103424,6345.357890013257,ANS-SE-AA-B_Kattegatt,NA,ANS-SE-SR-Nordsjon,0.06742,0,0,biomass_density,176
2021_1_46_45_57.3_11.6,0,0,0,0,0,0,1,46,45,2021,57.3225,11.5789,294.0275108894224,6358.464453053722,ANS-SE-AA-B_Kattegatt,NA,ANS-SE-SR-Nordsjon,0.06852,0,0,biomass_density,190
2021_1_47_46_57.4_11.3,0,0,0,0,0,0,1,47,46,2021,57.3892,11.318999999999999,278.79039909971794,6366.7000997921805,utanför ANSSE-area,NA,Utanför ANSSE-area,0.062334,0,0,biomass_density,222
2021_1_48_47_57.4_10.8,0,0,0,0,0,0,1,48,47,2021,57.44995,10.84755,250.89154435564961,6375.088336522417,utanför ANSSE-area,NA,Utanför ANSSE-area,0.049267,0,0,biomass_density,224
2021_1_49_48_57.8_10.6,26.1248185776488,0,5.30789964752229,0,0,0,1,49,48,2021,57.83045,10.61635,239.7723489704299,6418.266928732171,utanför ANSSE-area,NA,Utanför ANSSE-area,0.072345,2.59865920243279,0,biomass_density,135
2021_1_53_52_58.1_10.7,0,0,2.20817787253484,0,0,0,1,53,52,2021,58.07585,10.7356,248.57033100783596,6445.102030902844,ANS-SE-AA-B_Skagerrak,NA,ANS-SE-SR-Nordsjon,0.078798000000000007,2.20817787253484,0,biomass_density,2
2021_1_6_6_56.3_11.9,0,0,0.0155301206690376,0,0,0,1,6,6,2021,56.3468,11.93835,310.79973415779614,6248.888051588073,utanför ANSSE-area,NA,Utanför ANSSE-area,0.064391,0,0.0155301206690376,biomass_density,229
2021_1_7_7_56.4_12.3,0,0,0.0154435384235236,0,0,0,1,7,7,2021,56.37795,12.262,330.9320400378478,6251.51056709673,ANS-SE-AA-B_Kattegatt,NA,ANS-SE-SR-Nordsjon,0.064752,0,0.0154435384235236,biomass_density,230
2021_1_8_8_56.3_12.6,0,0,0.2142857142857143,0,0,0,1,8,8,2021,56.34655,12.5885,350.9655788652628,6247.262069352886,ANS-SE-AA-B_Kattegatt,NA,ANS-SE-SR-Nordsjon,0.07,0.2,0.0142857142857143,biomass_density,236
2021_1_9_9_56.6_12.6,0,0,0,0,0,0,1,9,9,2021,56.55255,12.5792,351.1985279154758,6270.203211902974,ANS-SE-AA-B_Kattegatt,NA,ANS-SE-SR-Nordsjon,0.067203,0,0,biomass_density,234
2021_3_128_1_58.5_11.1,0,0,0.09090909090909091,0,0,0,3,128,1,2021,58.4546,11.14855,275.31288785882424,6485.7635911333755,ANS-SE-AA-B_Skagerrak,NA,ANS-SE-SR-Nordsjon,0.077,0,0.09090909090909091,biomass_density,205
2021_3_129_2_58.8_10.8,0,0,0,0,0,0,3,129,2,2021,58.80935,10.77505,256.0290040973066,6526.523586480538,ANS-SE-AA-B_Skagerrak,NA,ANS-SE-SR-Nordsjon,0.077814,0,0,biomass_density,146
2021_3_130_3_58.9_10.3,0,0,0.0247105773626401,0,0,0,3,130,3,2021,58.856049999999996,10.31725,229.98312542811456,6533.47518813377,utanför ANSSE-area,NA,Utanför ANSSE-area,0.080937,0,0,biomass_density,59
2021_3_131_4_58.3_11,0.533504054630815,0,0.0400128040973112,0,0,0,3,131,4,2021,58.26475,10.9627,263.20991546713725,6465.286072905722,ANS-SE-AA-B_Skagerrak,NA,ANS-SE-SR-Nordsjon,0.074976,0.0266752027315408,0.0133376013657704,biomass_density,109
2021_3_132_5_58.1_11.1,0,0,3.06806381572737,0,0,0,3,132,5,2021,58.07555,11.11575,270.9661976881146,6443.714559393186,ANS-SE-AA-B_Skagerrak,NA,ANS-SE-SR-Nordsjon,0.042372,3.06806381572737,0,biomass_density,112
2021_3_133_6_57.9_11.2,0,0,0,0,0,1.1119759813188,3,133,6,2021,57.948899999999995,11.1848,274.2382787058265,6429.395539786375,ANS-SE-AA-B_Skagerrak,NA,ANS-SE-SR-Nordsjon,0.080937,0,0,biomass_density,156
2021_3_134_7_57.7_11.4,0,0,0,0,0,0,3,134,7,2021,57.68085000000001,11.355550000000001,282.7289352225175,6399.021771341608,ANS-SE-AA-B_Kattegatt,NA,ANS-SE-SR-Nordsjon,0.064647510637341,0,0,biomass_density,180
2021_3_135_8_57.7_11.2,0,0,0,0,0,0,3,135,8,2021,57.6614,11.1832,272.3383748572763,6397.424343916228,ANS-SE-AA-B_Kattegatt,NA,ANS-SE-SR-Nordsjon,0.069924024723352,0,0,biomass_density,222
2021_3_136_9_56.6_11.8,0,0,0,0,0,0,3,136,9,2021,56.607299999999995,11.82605,305.20225701469593,6278.180425720926,utanför ANSSE-area,NA,Utanför ANSSE-area,0.06852,0,0,biomass_density,227
2021_3_140_13_56.6_12.6,0,0,0,0,0,0,3,140,13,2021,56.552949999999996,12.580400000000001,351.27384139181567,6270.24511857665,ANS-SE-AA-B_Kattegatt,NA,ANS-SE-SR-Nordsjon,0.06816,0,0,biomass_density,236
2021_3_141_14_56.3_12.6,0,0,0,0,0,0,3,141,14,2021,56.348,12.5826,350.6067026879527,6247.436199145238,ANS-SE-AA-B_Kattegatt,NA,ANS-SE-SR-Nordsjon,0.066158,0,0,biomass_density,236
2021_3_142_15_56.4_12.3,0,0,0.0297605761647546,0,0,0,3,142,15,2021,56.3881,12.2606,330.8906127771786,6252.6432479828845,ANS-SE-AA-B_Kattegatt,NA,ANS-SE-SR-Nordsjon,0.067203,0.0297605761647546,0,biomass_density,228
2021_3_143_16_56.3_11.9,0,0,0,0,0,0,3,143,16,2021,56.349000000000004,11.9362,310.6778238568764,6249.138699758934,utanför ANSSE-area,NA,Utanför ANSSE-area,0.06964,0,0,biomass_density,229
2021_3_144_17_57.5_10.8,0,0,0,0,0,0,3,144,17,2021,57.45195,10.84925,251.00705809686445,6375.304501628808,utanför ANSSE-area,NA,Utanför ANSSE-area,0.06852,0,0,biomass_density,224
2021_3_145_18_57.6_10.8,122.089837010575,0,0,0,0,0,3,145,18,2021,57.63115,10.7514,246.39080951106507,6395.5936927472685,utanför ANSSE-area,NA,Utanför ANSSE-area,0.049267,0,0,biomass_density,234
2021_3_146_19_58_10.7,0,0,0,0,0,0,3,146,19,2021,57.9708,10.674150000000001,244.20072846757355,6433.651871875513,utanför ANSSE-area,NA,Utanför ANSSE-area,0.076604,0,0,biomass_density,57
2021_3_147_20_58.1_10.9,0,0,0,0,0,0,3,147,20,2021,58.105450000000005,10.860900000000001,256.15448722122994,6447.933440916355,ANS-SE-AA-B_Skagerrak,NA,ANS-SE-SR-Nordsjon,0.07956,0,0,biomass_density,4
2021_3_164_37_57.4_11.3,0,0,0.410798122065728,0,0,0,3,164,37,2021,57.389250000000004,11.31885,278.7816914506856,6366.706149314865,utanför ANSSE-area,NA,Utanför ANSSE-area,0.06816,0,0,biomass_density,222
2021_3_165_38_57.2_11.7,0,0,0,0,0,0,3,165,38,2021,57.192499999999995,11.6602,298.21012885928224,6343.759818839685,ANS-SE-AA-B_Kattegatt,NA,ANS-SE-SR-Nordsjon,0.06926,0,0,biomass_density,172
2021_3_166_39_57.2_11.4,0,0,0,0,0,0,3,166,39,2021,57.17575,11.4467,285.2199143557457,6342.549356554139,utanför ANSSE-area,NA,Utanför ANSSE-area,0.07038,0,0,biomass_density,186
2021_3_167_40_56.9_11.7,0,0,0,0,0,0,3,167,40,2021,56.9385,11.67885,297.9602981904137,6315.449766916515,utanför ANSSE-area,NA,Utanför ANSSE-area,0.07038,0,0,biomass_density,205
2021_3_168_41_56.8_11.9,0,0,0,0,0,0,3,168,41,2021,56.79255,11.859649999999998,308.20859770123315,6298.693358436879,utanför ANSSE-area,NA,Utanför ANSSE-area,0.07038,0,0,biomass_density,207
2021_3_169_42_56.8_12.2,0,0,0,0,0,0,3,169,42,2021,56.8279,12.2269,330.7897031809613,6301.657419535072,ANS-SE-AA-B_Kattegatt,NA,ANS-SE-SR-Nordsjon,0.064391,0,0,biomass_density,224
2021_3_170_43_56.9_12.3,0,0,0,0,0,0,3,170,43,2021,56.886449999999996,12.280100000000001,334.29402775442645,6308.041520946945,ANS-SE-AA-B_Kattegatt,NA,ANS-SE-SR-Nordsjon,0.066158,0,0,biomass_density,233
2021_3_171_44_57_12.2,239.214553855039,0,0,0,0,0,3,171,44,2021,57.0295,12.20075,330.1136209365076,6324.152478973495,ANS-SE-AA-B_Kattegatt,NA,ANS-SE-SR-Nordsjon,0.06926,0,0,biomass_density,229
2021_3_172_45_57.2_12.1,0,0,0.269215237582447,0,0,0,3,172,45,2021,57.2011,12.0577,322.2590014554748,6343.609321289944,ANS-SE-AA-B_Kattegatt,NA,ANS-SE-SR-Nordsjon,0.066861,0.269215237582447,0,biomass_density,233
2021_3_173_46_57.1_11.8,0,0,0.0921743939533598,0,2.67305742464743,0,3,173,46,2021,57.11805,11.84275,308.8511760306496,6334.951423298048,ANS-SE-AA-B_Kattegatt,NA,ANS-SE-SR-Nordsjon,0.065094,0,0.0921743939533598,biomass_density,206
2021_3_174_47_57.3_11.6,0,0,0,0,0,0,3,174,47,2021,57.327600000000004,11.5813,294.2004622536894,6359.024504400902,ANS-SE-AA-B_Kattegatt,NA,ANS-SE-SR-Nordsjon,0.0689,0,0,biomass_density,189
2021_3_175_48_57.5_11.1,0,0,0,0,0,0,3,175,48,2021,57.530249999999995,11.120000000000001,267.7358884090345,6383.052325450829,utanför ANSSE-area,NA,Utanför ANSSE-area,0.06816,0,0,biomass_density,222
2021_3_176_49_57.6_11,0,0,0,0,0,0,3,176,49,2021,57.5964,11.0322,262.9142061546886,6390.712942918817,utanför ANSSE-area,NA,Utanför ANSSE-area,0.067564,0,0,biomass_density,226
2022_1_2_1_58.6_10.8,0,0,0,0,0,0,1,2,1,2022,58.64645,10.831949999999999,258.18360211840206,6508.201442898513,ANS-SE-AA-B_Skagerrak,NA,ANS-SE-SR-Nordsjon,0.072345,0,0,biomass_density,164
2022_1_21_18_57.8_10.6,0,0,0.055003231439847,0,0,0.220012925759388,1,21,18,2022,57.8304,10.583400000000001,237.81764321301947,6418.388665222081,utanför ANSSE-area,NA,Utanför ANSSE-area,0.072723,0.0275016157199235,0.0275016157199235,biomass_density,135
2022_1_22_19_58.1_11.1,0,0,0.0138993133739193,0,0,0,1,22,19,2022,58.0791,11.0713,268.37003321763194,6444.2611895889495,ANS-SE-AA-B_Skagerrak,NA,ANS-SE-SR-Nordsjon,0.071946,0,0.0138993133739193,biomass_density,96
2022_1_23_20_57.2_11.5,0,0,0.0317535921251092,0,0,0,1,23,20,2022,57.1652,11.45025,285.3732119630954,6341.364691629079,utanför ANSSE-area,NA,Utanför ANSSE-area,0.062985,0,0.0317535921251092,biomass_density,186
2022_1_24_21_56.9_11.7,0,0,0.0763883584141776,0,0,0,1,24,21,2022,56.9367,11.6808,298.06913903644937,6315.243772472461,utanför ANSSE-area,NA,Utanför ANSSE-area,0.065455,0.0611106867313421,0.0152776716828355,biomass_density,203
2022_1_26_23_56.6_11.8,0,0,0.030724797984453298,0,0,0,1,26,23,2022,56.6152,11.82995,305.48215795682006,6279.04816019813,utanför ANSSE-area,NA,Utanför ANSSE-area,0.065094,0,0.030724797984453298,biomass_density,227
2022_1_29_26_56.4_11.9,0,0,0.0149564020879137,0,0,0,1,29,26,2022,56.35055,11.9268,310.1048881520339,6249.3370350542045,utanför ANSSE-area,NA,Utanför ANSSE-area,0.066861,0,0.0149564020879137,biomass_density,229
2022_1_30_27_56.4_12.3,0,0,13.104126340369328,0,0,0,1,30,27,2022,56.3835,12.260349999999999,330.85478971051504,6252.132089611346,ANS-SE-AA-B_Kattegatt,NA,ANS-SE-SR-Nordsjon,0.065094,13.0887639413771,0.0153623989922266,biomass_density,229
2022_1_31_28_56.3_12.6,0,0,4.6058269065981134,0,0,0,1,31,28,2022,56.346599999999995,12.5854,350.7742330756561,6247.274351514636,ANS-SE-AA-B_Kattegatt,NA,ANS-SE-SR-Nordsjon,0.04668,4.58440445586975,0.0214224507283633,biomass_density,236
2022_1_32_29_56.6_12.6,0,0,0.0151982613189051,0,0,0,1,32,29,2022,56.550799999999995,12.56965,350.6047516700637,6270.029235906874,ANS-SE-AA-B_Kattegatt,NA,ANS-SE-SR-Nordsjon,0.065797,0.0151982613189051,0,biomass_density,235
2022_1_33_30_56.9_12.3,0,0,0,0,0,0,1,33,30,2022,56.891549999999995,12.278300000000002,334.2069934181584,6308.613324520697,ANS-SE-AA-B_Kattegatt,NA,ANS-SE-SR-Nordsjon,0.07,0,0,biomass_density,229
2022_1_34_31_57_12.2,0,0,0.0146483659747755,0,0,0,1,34,31,2022,57.035399999999996,12.1966,329.88880807874136,6324.819258199327,ANS-SE-AA-B_Kattegatt,NA,ANS-SE-SR-Nordsjon,0.068267,0,0.0146483659747755,biomass_density,230
2022_1_35_32_57.1_11.8,0,0,0,0,0,0,1,35,32,2022,57.11865,11.84075,308.7332347766214,6335.023780588288,ANS-SE-AA-B_Kattegatt,NA,ANS-SE-SR-Nordsjon,0.065094,0,0,biomass_density,206
2022_1_36_33_57.2_11.7,0,0,0.0153623989922266,0,0,0,1,36,33,2022,57.206,11.6538,297.89742960328516,6345.280540372844,ANS-SE-AA-B_Kattegatt,NA,ANS-SE-SR-Nordsjon,0.065094,0,0.0153623989922266,biomass_density,172
2022_1_37_34_57.4_11.3,0,0,0,0,0,0,1,37,34,2022,57.38495,11.32015,278.83385993347457,6366.223647127736,utanför ANSSE-area,NA,Utanför ANSSE-area,0.046797,0,0,biomass_density,222
2022_1_38_35_57.5_10.8,0,0,0,0,0,0,1,38,35,2022,57.4504,10.849599999999999,251.01749531411934,6375.130857939089,utanför ANSSE-area,NA,Utanför ANSSE-area,0.039678,0,0,biomass_density,223
2022_1_39_36_57.6_11.6,0,0,0.0203612078268483,0,0,0,1,39,36,2022,57.55055,11.60235,296.7080129528252,6383.762141343137,ANS-SE-AA-B_Kattegatt,NA,ANS-SE-SR-Nordsjon,0.049113,0,0.0203612078268483,biomass_density,212
2022_1_4_2_58.5_10.8,0,0,0.0247647350173353,0,0,0,1,4,2,2022,58.534549999999996,10.845600000000001,258.20344330479696,6495.707930487599,ANS-SE-AA-B_Skagerrak,NA,ANS-SE-SR-Nordsjon,0.04038,0,0.0247647350173353,biomass_density,153
2022_1_40_37_57.7_11.4,0,0,0,0,0,0,1,40,37,2022,57.6761,11.356950000000001,282.78392334853527,6398.488935203494,ANS-SE-AA-B_Kattegatt,NA,ANS-SE-SR-Nordsjon,0.064049,0,0,biomass_density,184
2022_1_41_38_57.7_11,0,0,1.9621197379516078,0,0,0,1,41,38,2022,57.6612,10.9782,260.1177553232803,6398.1094250397,utanför ANSSE-area,NA,Utanför ANSSE-area,0.061668,1.9459038723487019,0.016215865602905902,biomass_density,229
2022_1_45_40_58.1_10.7,0,0,0,0,0,0,1,45,40,2022,58.08615,10.73285,248.48085991088416,6446.257628345313,ANS-SE-AA-B_Skagerrak,NA,ANS-SE-SR-Nordsjon,0.073899,0,0,biomass_density,1
2022_1_46_41_58.3_10.8,0,0,0,0,0,0,1,46,41,2022,58.344750000000005,10.84725,256.99354724498926,6474.594632562471,ANS-SE-AA-B_Skagerrak,NA,ANS-SE-SR-Nordsjon,0.075372,0,0,biomass_density,96
2022_1_47_42_58.3_11,0,0,0.750562922191644,0,0,0,1,47,42,2022,58.30655,10.9826,264.65394754536226,6469.8650447237815,ANS-SE-AA-B_Skagerrak,NA,ANS-SE-SR-Nordsjon,0.071946,0,0,biomass_density,129
2022_3_136_1_57.7_11,0,0,0,0,0,0,3,136,1,2022,57.665850000000006,10.97145,259.7462043025523,6398.650467997105,utanför ANSSE-area,NA,Utanför ANSSE-area,0.065094,0,0,biomass_density,229
2022_3_137_2_57.6_10.8,0,0,0,0,0,0,3,137,2,2022,57.6309,10.7502,246.3174900685961,6395.570385456405,utanför ANSSE-area,NA,Utanför ANSSE-area,0.061668,0,0,biomass_density,234
2022_3_138_3_57.5_10.8,0,0,0,0,0,0,3,138,3,2022,57.45225,10.849599999999999,251.03007878394925,6375.3365783220015,utanför ANSSE-area,NA,Utanför ANSSE-area,0.064391,0,0,biomass_density,222
2022_3_139_4_57.4_11.3,0,0,0,0,0,0,3,139,4,2022,57.3899,11.320450000000001,278.88170415347474,6366.773239469115,utanför ANSSE-area,NA,Utanför ANSSE-area,0.04444,0,0,biomass_density,222
2022_3_140_5_57.8_10.9,0,0,0.0145942790426153,0,0,0,3,140,5,2022,57.81805,10.8506,253.58265904441578,6416.010540980902,utanför ANSSE-area,NA,Utanför ANSSE-area,0.06852,0,0.0145942790426153,biomass_density,180
2022_3_141_6_57.9_11.2,0,0,1.71400926117907,0,0,0,3,141,6,2022,57.94415,11.19015,274.5248381281388,6428.84935344738,ANS-SE-AA-B_Skagerrak,NA,ANS-SE-SR-Nordsjon,0.072345,0,1.71400926117907,biomass_density,156
2022_3_142_7_58.2_10.8,4.14988737970104,0,0,0,0,0,3,142,7,2022,58.19265,10.774000000000001,251.64766463913426,6457.947807308435,ANS-SE-AA-B_Skagerrak,NA,ANS-SE-SR-Nordsjon,0.073255,0,0,biomass_density,7
2022_3_143_8_58.5_10.6,0,0,0.0661266325012399,0,0,0,3,143,8,2022,58.47735,10.647649999999999,246.27935615403788,6490.077763699054,ANS-SE-AA-B_Skagerrak,NA,ANS-SE-SR-Nordsjon,0.06049,0,0,biomass_density,47
2022_3_145_10_58.7_10.9,0,0,0.451287035912034,0,0,0,3,145,10,2022,58.657700000000006,10.869299999999999,260.42595788775157,6509.318432440172,ANS-SE-AA-B_Skagerrak,NA,ANS-SE-SR-Nordsjon,0.057613,0,0,biomass_density,168
2022_3_146_11_58.5_11.1,0,0,0,0,0,0,3,146,11,2022,58.45415,11.1488,275.32459099662003,6485.7127027603165,ANS-SE-AA-B_Skagerrak,NA,ANS-SE-SR-Nordsjon,0.064752,0,0,biomass_density,205
2022_3_147_12_58.3_10.8,0,0,0,0,0,0,3,147,12,2022,58.3392,10.8488,257.0460468115474,6473.971829677629,ANS-SE-AA-B_Skagerrak,NA,ANS-SE-SR-Nordsjon,0.071568,0,0,biomass_density,94
2022_3_164_29_58.1_10.3,0,0,0,0,0,0,3,164,29,2022,58.123999999999995,10.3409,225.69083395783022,6451.994759120834,utanför ANSSE-area,NA,Utanför ANSSE-area,0.079235,0,0,biomass_density,20
2022_3_165_30_58.3_11,0,0,0,0,0,0,3,165,30,2022,58.3215,11.01685,266.7574318790921,6471.408450598399,ANS-SE-AA-B_Skagerrak,NA,ANS-SE-SR-Nordsjon,0.059514,0,0,biomass_density,151
2022_3_166_31_57.2_11.4,0,0,0.0694965668695966,0,0,0,3,166,31,2022,57.169700000000006,11.4484,285.28751942367745,6341.8710559724095,utanför ANSSE-area,NA,Utanför ANSSE-area,0.071946,0,0.0694965668695966,biomass_density,188
2022_3_167_32_56.9_11.7,0,0,0.017531556802244,0,0,0,3,167,32,2022,56.94345,11.6725,297.60100795354697,6316.019192903234,utanför ANSSE-area,NA,Utanför ANSSE-area,0.05704,0,0.017531556802244,biomass_density,209
2022_3_168_33_56.8_11.9,0,0,0,0,0,0,3,168,33,2022,56.7916,11.86025,308.2403765934005,6298.585994660672,utanför ANSSE-area,NA,Utanför ANSSE-area,0.06852,0,0,biomass_density,207
2022_3_169_34_56.6_11.8,0,0,0,0,0,0,3,169,34,2022,56.6061,11.82555,305.16540116931753,6278.048356926842,utanför ANSSE-area,NA,Utanför ANSSE-area,0.064752,0,0,biomass_density,230
2022_3_172_37_56.4_11.9,0,0,0.0729713952130765,0,0,0.0291885580852306,3,172,37,2022,56.35095,11.9219,309.8042181079873,6249.395069416802,utanför ANSSE-area,NA,Utanför ANSSE-area,0.06852,0.0145942790426153,0,biomass_density,229
2022_3_173_38_56.4_12.3,0,0,0,0,0,0,3,173,38,2022,56.387100000000004,12.25765,330.7041183282794,6252.539251540606,ANS-SE-AA-B_Kattegatt,NA,ANS-SE-SR-Nordsjon,0.065797,0,0,biomass_density,228
2022_3_174_39_56.3_12.6,0,0,0.0308870768470472,0,0,0,3,174,39,2022,56.3484,12.57715,350.27154217089907,6247.492551875387,ANS-SE-AA-B_Kattegatt,NA,ANS-SE-SR-Nordsjon,0.064752,0.0308870768470472,0,biomass_density,234
2022_3_175_40_56.6_12.6,0,0,0,0,0,1.68986388914493,3,175,40,2022,56.550799999999995,12.57095,350.68464475697033,6270.026407373181,ANS-SE-AA-B_Kattegatt,NA,ANS-SE-SR-Nordsjon,0.065094,0,0,biomass_density,236
2022_3_176_41_56.8_12.2,0,0,0.621204826761504,0,0,0,3,176,41,2022,56.8309,12.2309,331.04721409829614,6301.981314431076,ANS-SE-AA-B_Kattegatt,NA,ANS-SE-SR-Nordsjon,0.064391,0.621204826761504,0,biomass_density,225
2022_3_177_42_56.9_12.3,0,0,0,0,0,0,3,177,42,2022,56.88605,12.27825,334.1795812350956,6308.001500869902,ANS-SE-AA-B_Kattegatt,NA,ANS-SE-SR-Nordsjon,0.065455,0,0,biomass_density,233
2022_3_178_43_57_12.2,0,0,0.06693440428380179,0,0,0,3,178,43,2022,57.02775,12.20195,330.1784417449264,6323.954785097352,ANS-SE-AA-B_Kattegatt,NA,ANS-SE-SR-Nordsjon,0.04482,0,0.0223114680946006,biomass_density,219
2022_3_179_44_57.2_12.1,0,0,0.0154435384235236,0,0,0,3,179,44,2022,57.19525,12.05835,322.27014027388947,6342.956764782692,ANS-SE-AA-B_Kattegatt,NA,ANS-SE-SR-Nordsjon,0.064752,0,0.0154435384235236,biomass_density,235
2022_3_180_45_57.1_11.8,0,0,0,0,0,0,3,180,45,2022,57.117149999999995,11.84125,308.7557593841867,6334.855506175481,ANS-SE-AA-B_Kattegatt,NA,ANS-SE-SR-Nordsjon,0.067780000000000007,0,0,biomass_density,205
2022_3_181_46_57.2_11.7,0,0,0.0219490781387182,0,0,0,3,181,46,2022,57.1948,11.659749999999999,298.1955038113294,6344.017005362342,ANS-SE-AA-B_Kattegatt,NA,ANS-SE-SR-Nordsjon,0.04556,0,0.0219490781387182,biomass_density,174
2022_3_182_47_57.3_11.6,0,0,0,0,0,0,3,182,47,2022,57.3334,11.58095,294.2118515406471,6359.670746624165,ANS-SE-AA-B_Kattegatt,NA,ANS-SE-SR-Nordsjon,0.05742,0,0,biomass_density,192
2022_3_183_48_57.5_11,0,0,0,0,0,0,3,183,48,2022,57.53705,11.03295,262.5726548844233,6384.109891229802,utanför ANSSE-area,NA,Utanför ANSSE-area,0.061344,0,0,biomass_density,222
2022_3_184_49_57.7_11.2,0,0,0,0,0,0,3,184,49,2022,57.65795,11.1767,271.9292487746378,6397.062490346348,ANS-SE-AA-B_Kattegatt,NA,ANS-SE-SR-Nordsjon,0.065455,0,0,biomass_density,222
