"Quarter","StNo","HaulNo","Year","kategori","gruppnamn","lat_start_dec","long_start_dec","lat_stop_dec","long_stop_dec","swept_area_km2","ANSSE_area","trend_area","sup_fishery_other","no_litter_per_km2","weight_litter_per_km2_kg","gruppnamn_ny"
3,101,46,2015,"N_Inget","N_Inget",57.8725,11.2663,57.9022,11.248,0.083568,"ANS-SE-AA-B_Skagerrak","ANS-SE-SR-Nordsjon","Inget",0,0,"Inget"
3,12,6,2015,"N_Inget","N_Inget",57.5843,9.017,57.597,9.0667,0.072116,"utanför ANSSE-area","Utanför ANSSE-area","Inget",0,0,"Inget"
3,16,8,2015,"N_Inget","N_Inget",57.9263,9.355,57.9142,9.3025,0.084275,"utanför ANSSE-area","Utanför ANSSE-area","Inget",0,0,"Inget"
3,17,9,2015,"N_Inget","N_Inget",57.724,9.6908,57.7393,9.7398,0.064049,"utanför ANSSE-area","Utanför ANSSE-area","Inget",0,0,"Inget"
3,19,10,2015,"E2_Glasflaska","E_Glas",58.0065,9.8183,58.0273,9.8598,0.081792,"utanför ANSSE-area","Utanför ANSSE-area","OTHER",12.2261345852895,3.05653364632238,"Glas"
3,2,1,2015,"N_Inget","N_Inget",57.487,9.1378,57.4868,9.082,0.06704,"utanför ANSSE-area","Utanför ANSSE-area","Inget",0,0,"Inget"
3,23,11,2015,"N_Inget","N_Inget",57.8697,10.2748,57.8877,10.2285,0.074162,"utanför ANSSE-area","Utanför ANSSE-area","Inget",0,0,"Inget"
3,24,12,2015,"N_Inget","N_Inget",58.0252,10.5485,58.0532,10.5242,0.079235,"utanför ANSSE-area","Utanför ANSSE-area","Inget",0,0,"Inget"
3,26,13,2015,"G3_Övrigt_diverse","G_Diverse",58.372,10.5813,58.4013,10.5652,0.081792,"ANS-SE-AA-B_Skagerrak","ANS-SE-SR-Nordsjon","OTHER",12.2261345852895,5.74628325508607,"Diverse"
3,28,14,2015,"A3_Plastpåse","A_Plast",58.643,10.8747,58.6737,10.87,0.06778,"ANS-SE-AA-B_Skagerrak","ANS-SE-SR-Nordsjon","SUP",14.7536146355857,0.0295072292711714,"Plast"
3,34,15,2015,"A3_Plastpåse","A_Plast",57.6282,10.7458,57.6537,10.7763,0.063688,"utanför ANSSE-area","Utanför ANSSE-area","SUP",31.4030900640623,1.06770506217812,"Plast"
3,34,15,2015,"A5_Fiskelina (monofilament)","A_Plast",57.6282,10.7458,57.6537,10.7763,0.063688,"utanför ANSSE-area","Utanför ANSSE-area","FISHERY",15.7015450320312,0.0157015450320312,"Plast"
3,36,16,2015,"N_Inget","N_Inget",57.4447,10.8363,57.467,10.8737,0.070392,"utanför ANSSE-area","Utanför ANSSE-area","Inget",0,0,"Inget"
3,37,17,2015,"N_Inget","N_Inget",57.5317,11.0097,57.5453,11.0613,0.0689,"utanför ANSSE-area","Utanför ANSSE-area","Inget",0,0,"Inget"
3,4,2,2015,"N_Inget","N_Inget",57.373,9.1417,57.3745,9.0842,0.06926,"utanför ANSSE-area","Utanför ANSSE-area","Inget",0,0,"Inget"
3,40,18,2015,"N_Inget","N_Inget",57.5962,11.3882,57.6237,11.3583,0.07038,"ANS-SE-AA-B_Kattegatt","ANS-SE-SR-Nordsjon","Inget",0,0,"Inget"
3,41,19,2015,"A3_Plastpåse","A_Plast",57.7358,11.3267,57.7637,11.3008,0.06926,"ANS-SE-AA-B_Kattegatt","ANS-SE-SR-Nordsjon","SUP",43.3150447588796,5.48657233612475,"Plast"
3,41,19,2015,"A6_Fiskelina (härva)","A_Plast",57.7358,11.3267,57.7637,11.3008,0.06926,"ANS-SE-AA-B_Kattegatt","ANS-SE-SR-Nordsjon","FISHERY",14.4383482529599,0.375397054576956,"Plast"
3,45,20,2015,"N_Inget","N_Inget",57.9673,10.734,57.9968,10.7135,0.080086,"utanför ANSSE-area","Utanför ANSSE-area","Inget",0,0,"Inget"
3,47,21,2015,"N_Inget","N_Inget",58.091,10.8612,58.1222,10.8608,0.079649,"ANS-SE-AA-B_Skagerrak","ANS-SE-SR-Nordsjon","Inget",0,0,"Inget"
3,48,22,2015,"A6_Fiskelina (härva)","A_Plast",58.2523,11.0287,58.2827,11.0168,0.079649,"ANS-SE-AA-B_Skagerrak","ANS-SE-SR-Nordsjon","FISHERY",12.5550854373564,0.728194955366671,"Plast"
3,52,23,2015,"N_Inget","N_Inget",57.8143,10.9547,57.7985,10.9048,0.065797,"utanför ANSSE-area","Utanför ANSSE-area","Inget",0,0,"Inget"
3,54,24,2015,"A3_Plastpåse","A_Plast",57.678,10.9563,57.6533,10.9902,0.071169,"utanför ANSSE-area","Utanför ANSSE-area","SUP",14.0510615577007,0.393429723615619,"Plast"
3,55,25,2015,"A3_Plastpåse","A_Plast",57.5597,10.8637,57.533,10.836,0.074558,"utanför ANSSE-area","Utanför ANSSE-area","SUP",13.4123769414416,0.0536495077657663,"Plast"
3,55,25,2015,"A5_Fiskelina (monofilament)","A_Plast",57.5597,10.8637,57.533,10.836,0.074558,"utanför ANSSE-area","Utanför ANSSE-area","FISHERY",13.4123769414416,0.0134123769414416,"Plast"
3,57,26,2015,"A5_Fiskelina (monofilament)","A_Plast",57.1888,11.443,57.1567,11.4507,0.079235,"utanför ANSSE-area","Utanför ANSSE-area","FISHERY",25.2413706064239,0.227172335457815,"Plast"
3,6,3,2015,"N_Inget","N_Inget",57.3027,8.5518,57.288,8.6007,0.06704,"utanför ANSSE-area","Utanför ANSSE-area","Inget",0,0,"Inget"
3,62,27,2015,"A5_Fiskelina (monofilament)","A_Plast",56.6197,11.8285,56.5887,11.8227,0.0716906350686122,"utanför ANSSE-area","Utanför ANSSE-area","FISHERY",13.9488232883269,0.0278976465766537,"Plast"
3,64,28,2015,"N_Inget","N_Inget",56.3513,11.9052,56.3468,11.9597,0.06778,"utanför ANSSE-area","Utanför ANSSE-area","Inget",0,0,"Inget"
3,65,29,2015,"C2_Burkar_metall (dryck)","C_Metall",56.221,10.9632,56.252,10.9727,0.06964,"utanför ANSSE-area","Utanför ANSSE-area","OTHER",14.3595634692705,0.25847214244687,"Metall"
3,67,30,2015,"A1_Plastflaska","A_Plast",56.4508,11.087,56.4815,11.0953,0.0689,"utanför ANSSE-area","Utanför ANSSE-area","SUP",14.5137880986938,0.609579100145138,"Plast"
3,67,30,2015,"A5_Fiskelina (monofilament)","A_Plast",56.4508,11.087,56.4815,11.0953,0.0689,"utanför ANSSE-area","Utanför ANSSE-area","FISHERY",14.5137880986938,0.0145137880986938,"Plast"
3,67,30,2015,"A2_Plastfilm","A_Plast",56.4508,11.087,56.4815,11.0953,0.0689,"utanför ANSSE-area","Utanför ANSSE-area","SUP",14.5137880986938,0.435413642960813,"Plast"
3,7,4,2015,"N_Inget","N_Inget",57.4145,8.5455,57.4283,8.5968,0.071169,"utanför ANSSE-area","Utanför ANSSE-area","Inget",0,0,"Inget"
3,70,31,2015,"A6_Fiskelina (härva)","A_Plast",56.3595,12.5513,56.341,12.5963,0.071946,"ANS-SE-AA-B_Kattegatt","ANS-SE-SR-Nordsjon","FISHERY",13.8993133739193,0.389180774469741,"Plast"
3,70,31,2015,"F5_Övrigt naturmaterial_även_koks_slagg","F_Naturmaterial",56.3595,12.5513,56.341,12.5963,0.071946,"ANS-SE-AA-B_Kattegatt","ANS-SE-SR-Nordsjon","OTHER",69.4965668695966,72.1374364106413,"Naturmaterial"
3,72,32,2015,"N_Inget","N_Inget",56.3687,12.2593,56.3993,12.2593,0.072345,"ANS-SE-AA-B_Kattegatt","ANS-SE-SR-Nordsjon","Inget",0,0,"Inget"
3,74,33,2015,"E2_Glasflaska","E_Glas",56.5465,12.5513,56.5578,12.6017,0.06852,"ANS-SE-AA-B_Kattegatt","ANS-SE-SR-Nordsjon","OTHER",14.5942790426153,2.4810274372446,"Glas"
3,76,34,2015,"A5_Fiskelina (monofilament)","A_Plast",56.8167,12.2132,56.842,12.246,0.071946,"ANS-SE-AA-B_Kattegatt","ANS-SE-SR-Nordsjon","FISHERY",13.8993133739193,0.0138993133739193,"Plast"
3,76,34,2015,"A12_Övrig plast","A_Plast",56.8167,12.2132,56.842,12.246,0.071946,"ANS-SE-AA-B_Kattegatt","ANS-SE-SR-Nordsjon","OTHER",13.8993133739193,0.111194506991355,"Plast"
3,77,35,2015,"N_Inget","N_Inget",56.8683,12.2995,56.8943,12.2695,0.06852,"ANS-SE-AA-B_Kattegatt","ANS-SE-SR-Nordsjon","Inget",0,0,"Inget"
3,8,5,2015,"N_Inget","N_Inget",57.5025,8.8555,57.5172,8.9055,0.06778,"utanför ANSSE-area","Utanför ANSSE-area","Inget",0,0,"Inget"
3,81,36,2015,"E4_Övrigt glas","E_Glas",56.7852,11.8842,56.799,11.834,0.07579,"utanför ANSSE-area","Utanför ANSSE-area","OTHER",26.3887056339887,4.61802348594801,"Glas"
3,81,36,2015,"F5_Övrigt naturmaterial_även_koks_slagg","F_Naturmaterial",56.7852,11.8842,56.799,11.834,0.07579,"utanför ANSSE-area","Utanför ANSSE-area","OTHER",13.1943528169943,1.24026916479747,"Naturmaterial"
3,83,37,2015,"N_Inget","N_Inget",56.9245,11.6938,56.951,11.6653,0.071169,"utanför ANSSE-area","Utanför ANSSE-area","Inget",0,0,"Inget"
3,84,38,2015,"N_Inget","N_Inget",57.1045,11.832,57.1338,11.8513,0.07579,"ANS-SE-AA-B_Kattegatt","ANS-SE-SR-Nordsjon","Inget",0,0,"Inget"
3,87,39,2015,"N_Inget","N_Inget",57.22,12.0508,57.1902,12.0585,0.06852,"ANS-SE-AA-B_Kattegatt","ANS-SE-SR-Nordsjon","Inget",0,0,"Inget"
3,88,40,2015,"N_Inget","N_Inget",57.0162,12.2087,57.0465,12.194,0.07038,"ANS-SE-AA-B_Kattegatt","ANS-SE-SR-Nordsjon","Inget",0,0,"Inget"
3,91,41,2015,"N_Inget","N_Inget",57.1807,11.6582,57.2113,11.661,0.077947,"ANS-SE-AA-B_Kattegatt","ANS-SE-SR-Nordsjon","Inget",0,0,"Inget"
3,93,42,2015,"N_Inget","N_Inget",57.3173,11.5757,57.3477,11.5875,0.07579,"ANS-SE-AA-B_Kattegatt","ANS-SE-SR-Nordsjon","Inget",0,0,"Inget"
3,95,43,2015,"N_Inget","N_Inget",57.3765,11.3165,57.3995,11.3207,0.05186,"utanför ANSSE-area","Utanför ANSSE-area","Inget",0,0,"Inget"
3,96,44,2015,"N_Inget","N_Inget",57.6517,11.1587,57.6678,11.195,0.059892,"utanför ANSSE-area","Utanför ANSSE-area","Inget",0,0,"Inget"
3,98,45,2015,"A5_Fiskelina (monofilament)","A_Plast",57.8118,11.0027,57.8203,11.039,0.05093,"utanför ANSSE-area","Utanför ANSSE-area","FISHERY",58.9043785588062,2.94521892794031,"Plast"
1,4,1,2016,"A12_Övrig plast","A_Plast",58.0595,9.7765,58.0762,9.8247,0.089076,"utanför ANSSE-area","Utanför ANSSE-area","OTHER",11.2263684943195,0.954241322017154,"Plast"
1,6,2,2016,"A7_Syntetiskt rep","A_Plast",58.0217,9.8493,58.0012,9.8062,0.081336,"utanför ANSSE-area","Utanför ANSSE-area","FISHERY",61.4733943149405,2.45893577259762,"Plast"
1,7,3,2016,"N_Inget","N_Inget",57.9805,9.8697,57.9615,9.821,0.080937,"utanför ANSSE-area","Utanför ANSSE-area","Inget",0,0,"Inget"
1,9,4,2016,"N_Inget","N_Inget",57.8917,9.8687,57.8773,9.819,0.070392,"utanför ANSSE-area","Utanför ANSSE-area","Inget",0,0,"Inget"
1,18,5,2016,"N_Inget","N_Inget",57.4133,8.5433,57.427,8.5947,0.06852,"utanför ANSSE-area","Utanför ANSSE-area","Inget",0,0,"Inget"
1,20,6,2016,"N_Inget","N_Inget",57.4542,8.54,57.4563,8.5982,0.076604,"utanför ANSSE-area","Utanför ANSSE-area","Inget",0,0,"Inget"
1,21,7,2016,"N_Inget","N_Inget",57.5268,8.6173,57.5275,8.6747,0.075372,"utanför ANSSE-area","Utanför ANSSE-area","Inget",0,0,"Inget"
1,22,8,2016,"A6_Fiskelina (härva)","A_Plast",57.6163,8.7795,57.6377,8.823,0.076604,"utanför ANSSE-area","Utanför ANSSE-area","FISHERY",13.0541486084278,0.0130541486084278,"Plast"
1,23,9,2016,"N_Inget","N_Inget",57.7548,8.7235,57.7757,8.7657,0.078384,"utanför ANSSE-area","Utanför ANSSE-area","Inget",0,0,"Inget"
1,35,10,2016,"N_Inget","N_Inget",57.759,9.7985,57.7438,9.7495,0.06742,"utanför ANSSE-area","Utanför ANSSE-area","Inget",0,0,"Inget"
1,36,11,2016,"N_Inget","N_Inget",57.7393,10.1225,57.7492,10.1772,0.07112,"utanför ANSSE-area","Utanför ANSSE-area","Inget",0,0,"Inget"
1,39,12,2016,"E2_Glasflaska","E_Glas",57.8322,10.5862,57.8303,10.6432,0.075372,"utanför ANSSE-area","Utanför ANSSE-area","OTHER",26.5350528047551,7.42981478533142,"Glas"
1,39,12,2016,"A3_Plastpåse","A_Plast",57.8322,10.5862,57.8303,10.6432,0.075372,"utanför ANSSE-area","Utanför ANSSE-area","SUP",39.8025792071326,0.451095897680836,"Plast"
1,39,12,2016,"A6_Fiskelina (härva)","A_Plast",57.8322,10.5862,57.8303,10.6432,0.075372,"utanför ANSSE-area","Utanför ANSSE-area","FISHERY",13.2675264023775,0.0663376320118877,"Plast"
1,39,12,2016,"A7_Syntetiskt rep","A_Plast",57.8322,10.5862,57.8303,10.6432,0.075372,"utanför ANSSE-area","Utanför ANSSE-area","FISHERY",13.2675264023775,0.358223212864194,"Plast"
1,49,13,2016,"A6_Fiskelina (härva)","A_Plast",58.6652,10.8223,58.636,10.8407,0.078798,"ANS-SE-AA-B_Skagerrak","ANS-SE-SR-Nordsjon","FISHERY",25.3813548567223,0.0634533871418056,"Plast"
1,51,14,2016,"N_Inget","N_Inget",58.6738,10.8698,58.6432,10.8748,0.072345,"ANS-SE-AA-B_Skagerrak","ANS-SE-SR-Nordsjon","Inget",0,0,"Inget"
1,52,15,2016,"N_Inget","N_Inget",58.5958,10.904,58.5657,10.8888,0.071568,"ANS-SE-AA-B_Skagerrak","ANS-SE-SR-Nordsjon","Inget",0,0,"Inget"
1,54,16,2016,"N_Inget","N_Inget",58.5447,10.8447,58.5137,10.8433,0.06852,"ANS-SE-AA-B_Skagerrak","ANS-SE-SR-Nordsjon","Inget",0,0,"Inget"
1,55,17,2016,"N_Inget","N_Inget",58.4972,11.123,58.4683,11.1348,0.071169,"ANS-SE-AA-B_Skagerrak","ANS-SE-SR-Nordsjon","Inget",0,0,"Inget"
1,64,18,2016,"A9_Buntband, plast","A_Plast",57.8805,11.0015,57.8598,10.9593,0.06778,"ANS-SE-AA-B_Skagerrak","ANS-SE-SR-Nordsjon","OTHER",14.7536146355857,0.118028917084686,"Plast"
1,64,18,2016,"A6_Fiskelina (härva)","A_Plast",57.8805,11.0015,57.8598,10.9593,0.06778,"ANS-SE-AA-B_Skagerrak","ANS-SE-SR-Nordsjon","FISHERY",14.7536146355857,0.0147536146355857,"Plast"
1,64,18,2016,"A2_Plastfilm","A_Plast",57.8805,11.0015,57.8598,10.9593,0.06778,"ANS-SE-AA-B_Skagerrak","ANS-SE-SR-Nordsjon","SUP",14.7536146355857,0.0295072292711714,"Plast"
1,64,18,2016,"C2_Burkar_metall (dryck)","C_Metall",57.8805,11.0015,57.8598,10.9593,0.06778,"ANS-SE-AA-B_Skagerrak","ANS-SE-SR-Nordsjon","OTHER",14.7536146355857,0.295072292711714,"Metall"
1,66,19,2016,"N_Inget","N_Inget",57.8227,11.0482,57.8105,10.9953,0.071946,"ANS-SE-AA-B_Skagerrak","ANS-SE-SR-Nordsjon","Inget",0,0,"Inget"
1,67,20,2016,"N_Inget","N_Inget",57.678,10.9562,57.6528,10.9902,0.072723,"utanför ANSSE-area","Utanför ANSSE-area","Inget",0,0,"Inget"
1,69,21,2016,"A7_Syntetiskt rep","A_Plast",57.468,10.8748,57.4445,10.8375,0.076186,"utanför ANSSE-area","Utanför ANSSE-area","FISHERY",39.3773134171632,4.71215183892053,"Plast"
1,80,22,2016,"N_Inget","N_Inget",58.394,11.0193,58.3865,11.0757,0.06778,"ANS-SE-AA-B_Skagerrak","ANS-SE-SR-Nordsjon","Inget",0,0,"Inget"
1,81,23,2016,"N_Inget","N_Inget",58.356,10.8468,58.3245,10.8473,0.071946,"ANS-SE-AA-B_Skagerrak","ANS-SE-SR-Nordsjon","Inget",0,0,"Inget"
1,83,24,2016,"N_Inget","N_Inget",58.3252,10.9992,58.2977,10.9742,0.07579,"ANS-SE-AA-B_Skagerrak","ANS-SE-SR-Nordsjon","Inget",0,0,"Inget"
1,85,25,2016,"N_Inget","N_Inget",58.0698,10.7393,58.1008,10.7325,0.080086,"ANS-SE-AA-B_Skagerrak","ANS-SE-SR-Nordsjon","Inget",0,0,"Inget"
1,95,26,2016,"A6_Fiskelina (härva)","A_Plast",57.8922,11.183,57.8665,11.216,0.0689,"ANS-SE-AA-B_Skagerrak","ANS-SE-SR-Nordsjon","FISHERY",14.5137880986938,0.0290275761973875,"Plast"
1,96,27,2016,"N_Inget","N_Inget",58.0702,11.0752,58.0972,11.0593,0.080086,"ANS-SE-AA-B_Skagerrak","ANS-SE-SR-Nordsjon","Inget",0,0,"Inget"
1,104,28,2016,"A3_Plastpåse","A_Plast",57.3475,11.5868,57.317,11.576,0.076186,"ANS-SE-AA-B_Kattegatt","ANS-SE-SR-Nordsjon","SUP",13.1257711390544,0.485653532145013,"Plast"
1,105,29,2016,"A2_Plastfilm","A_Plast",57.1888,12.0592,57.2185,12.0512,0.0689,"ANS-SE-AA-B_Kattegatt","ANS-SE-SR-Nordsjon","SUP",14.5137880986938,0.0870827285921626,"Plast"
1,105,29,2016,"A6_Fiskelina (härva)","A_Plast",57.1888,12.0592,57.2185,12.0512,0.0689,"ANS-SE-AA-B_Kattegatt","ANS-SE-SR-Nordsjon","FISHERY",43.5413642960813,0.0145137880986938,"Plast"
1,107,30,2016,"A7_Syntetiskt rep","A_Plast",57.1367,11.8527,57.1077,11.8333,0.0689,"ANS-SE-AA-B_Kattegatt","ANS-SE-SR-Nordsjon","FISHERY",14.5137880986938,0.928882438316401,"Plast"
1,107,30,2016,"A6_Fiskelina (härva)","A_Plast",57.1367,11.8527,57.1077,11.8333,0.0689,"ANS-SE-AA-B_Kattegatt","ANS-SE-SR-Nordsjon","FISHERY",43.5413642960813,0.0145137880986938,"Plast"
1,109,31,2016,"A3_Plastpåse","A_Plast",57.1918,11.4415,57.1613,11.4487,0.074976,"utanför ANSSE-area","Utanför ANSSE-area","SUP",13.3376013657704,0.133376013657704,"Plast"
1,109,31,2016,"A6_Fiskelina (härva)","A_Plast",57.1918,11.4415,57.1613,11.4487,0.074976,"utanför ANSSE-area","Utanför ANSSE-area","FISHERY",13.3376013657704,0.0133376013657704,"Plast"
1,117,32,2016,"A2_Plastfilm","A_Plast",56.2192,10.9625,56.2495,10.9713,0.06926,"utanför ANSSE-area","Utanför ANSSE-area","SUP",14.4383482529599,0.0433150447588796,"Plast"
1,117,32,2016,"A6_Fiskelina (härva)","A_Plast",56.2192,10.9625,56.2495,10.9713,0.06926,"utanför ANSSE-area","Utanför ANSSE-area","FISHERY",14.4383482529599,0.0144383482529599,"Plast"
1,119,33,2016,"F2_Rep","F_Naturmaterial",56.45,11.086,56.4807,11.0962,0.0689,"utanför ANSSE-area","Utanför ANSSE-area","OTHER",14.5137880986938,4.06386066763425,"Naturmaterial"
1,121,34,2016,"N_Inget","N_Inget",56.6248,11.83,56.5937,11.8243,0.0735,"utanför ANSSE-area","Utanför ANSSE-area","Inget",0,0,"Inget"
1,131,35,2016,"N_Inget","N_Inget",56.3512,11.9057,56.3467,11.9617,0.06926,"utanför ANSSE-area","Utanför ANSSE-area","Inget",0,0,"Inget"
1,132,36,2016,"A6_Fiskelina (härva)","A_Plast",56.3703,12.2598,56.4018,12.259,0.06964,"ANS-SE-AA-B_Kattegatt","ANS-SE-SR-Nordsjon","FISHERY",28.7191269385411,0.0143595634692705,"Plast"
1,134,37,2016,"G3_Övrigt_diverse","G_Diverse",56.361,12.547,56.3437,12.5935,0.06964,"ANS-SE-AA-B_Kattegatt","ANS-SE-SR-Nordsjon","OTHER",14.3595634692705,2.87191269385411,"Diverse"
1,134,37,2016,"A6_Fiskelina (härva)","A_Plast",56.361,12.547,56.3437,12.5935,0.06964,"ANS-SE-AA-B_Kattegatt","ANS-SE-SR-Nordsjon","FISHERY",14.3595634692705,0.0143595634692705,"Plast"
1,136,38,2016,"N_Inget","N_Inget",56.544,12.5387,56.5535,12.5893,0.06742,"ANS-SE-AA-B_Kattegatt","ANS-SE-SR-Nordsjon","Inget",0,0,"Inget"
1,145,39,2016,"F2_Rep","F_Naturmaterial",57.0175,12.207,57.0478,12.1927,0.073122,"ANS-SE-AA-B_Kattegatt","ANS-SE-SR-Nordsjon","OTHER",13.6757747326386,0.341894368315965,"Naturmaterial"
1,145,39,2016,"A6_Fiskelina (härva)","A_Plast",57.0175,12.207,57.0478,12.1927,0.073122,"ANS-SE-AA-B_Kattegatt","ANS-SE-SR-Nordsjon","FISHERY",27.3515494652772,0.0136757747326386,"Plast"
1,147,40,2016,"N_Inget","N_Inget",56.8735,12.2917,56.9005,12.2648,0.06926,"ANS-SE-AA-B_Kattegatt","ANS-SE-SR-Nordsjon","Inget",0,0,"Inget"
1,149,41,2016,"N_Inget","N_Inget",56.814,12.2078,56.8393,12.2408,0.06964,"ANS-SE-AA-B_Kattegatt","ANS-SE-SR-Nordsjon","Inget",0,0,"Inget"
1,150,42,2016,"N_Inget","N_Inget",56.8022,11.8285,56.7875,11.877,0.074558,"utanför ANSSE-area","Utanför ANSSE-area","Inget",0,0,"Inget"
1,155,43,2016,"N_Inget","N_Inget",56.9237,11.6947,56.9495,11.6655,0.06852,"utanför ANSSE-area","Utanför ANSSE-area","Inget",0,0,"Inget"
1,156,44,2016,"N_Inget","N_Inget",57.1832,11.6582,57.2137,11.6613,0.071946,"ANS-SE-AA-B_Kattegatt","ANS-SE-SR-Nordsjon","Inget",0,0,"Inget"
1,158,45,2016,"N_Inget","N_Inget",57.3693,11.3143,57.3997,11.3227,0.065455,"utanför ANSSE-area","Utanför ANSSE-area","Inget",0,0,"Inget"
1,161,46,2016,"N_Inget","N_Inget",57.796,11.2587,57.7648,11.2653,0.081351,"ANS-SE-AA-B_Kattegatt","ANS-SE-SR-Nordsjon","Inget",0,0,"Inget"
1,2,1,2013,"A1_Plastflaska","A_Plast",57.881,9.8308,57.8945,9.8867,0.0743818803931631,"utanför ANSSE-area","Utanför ANSSE-area","SUP",13.444134441268,0.430212302120576,"Plast"
1,2,1,2013,"A2_Plastbit_stycke","A_Plast",57.881,9.8308,57.8945,9.8867,0.0743818803931631,"utanför ANSSE-area","Utanför ANSSE-area","OTHER",13.444134441268,0.215106151060288,"Plast"
1,4,2,2013,"N_Inget","N_Inget",57.9615,9.8203,57.9785,9.8687,0.078067977179358,"utanför ANSSE-area","Utanför ANSSE-area","Inget",0,0,"Inget"
1,6,3,2013,"N_Inget","N_Inget",58.012,9.8163,58.0262,9.868,0.0786010237030054,"utanför ANSSE-area","Utanför ANSSE-area","Inget",0,0,"Inget"
1,7,4,2013,"A3_Plastpåse","A_Plast",58.058,9.7712,58.0745,9.82,0.0794591641211261,"utanför ANSSE-area","Utanför ANSSE-area","SUP",25.170161580749,0.151020969484494,"Plast"
1,18,5,2013,"N_Inget","N_Inget",57.4115,8.5285,57.4238,8.5817,0.0673322697532569,"utanför ANSSE-area","Utanför ANSSE-area","Inget",0,0,"Inget"
1,20,6,2013,"N_Inget","N_Inget",57.4512,8.5038,57.455,8.5603,0.0669833010138008,"utanför ANSSE-area","Utanför ANSSE-area","Inget",0,0,"Inget"
1,22,7,2013,"N_Inget","N_Inget",57.5267,8.6163,57.5277,8.6722,0.0712105253822654,"utanför ANSSE-area","Utanför ANSSE-area","Inget",0,0,"Inget"
1,23,8,2013,"N_Inget","N_Inget",57.6213,8.789,57.6425,8.8307,0.0718443685699529,"utanför ANSSE-area","Utanför ANSSE-area","Inget",0,0,"Inget"
1,24,9,2013,"A3_Plastpåse","A_Plast",57.759,8.73,57.779,8.7745,0.0836518326072691,"utanför ANSSE-area","Utanför ANSSE-area","SUP",11.9543107285506,0.358629321856519,"Plast"
1,35,10,2013,"A9_Buntband, plast","A_Plast",58.6588,10.8265,58.63,10.8462,0.0769796326718874,"ANS-SE-AA-B_Skagerrak","ANS-SE-SR-Nordsjon","OTHER",12.9904491005086,0.103923592804069,"Plast"
1,36,11,2013,"A3_Plastpåse","A_Plast",58.59,10.9043,58.5605,10.8867,0.0726243690503191,"ANS-SE-AA-B_Skagerrak","ANS-SE-SR-Nordsjon","SUP",13.769482793126,0.192772759103764,"Plast"
1,38,12,2013,"N_Inget","N_Inget",58.5395,10.846,58.5095,10.842,0.0763000491249331,"ANS-SE-AA-B_Skagerrak","ANS-SE-SR-Nordsjon","Inget",0,0,"Inget"
1,40,13,2013,"N_Inget","N_Inget",58.3603,10.847,58.329,10.8477,0.0803173045392469,"ANS-SE-AA-B_Skagerrak","ANS-SE-SR-Nordsjon","Inget",0,0,"Inget"
1,42,14,2013,"N_Inget","N_Inget",58.3205,10.9952,58.2992,10.9745,0.0595282224800513,"ANS-SE-AA-B_Skagerrak","ANS-SE-SR-Nordsjon","Inget",0,0,"Inget"
1,54,15,2013,"A9_Buntband, plast","A_Plast",57.7515,9.7752,57.7355,9.7262,0.0698669488918314,"utanför ANSSE-area","Utanför ANSSE-area","OTHER",14.3129192824523,0.057251677129809,"Plast"
1,55,16,2013,"A3_Plastpåse","A_Plast",57.7378,10.1093,57.7455,10.1592,0.0630179593330349,"utanför ANSSE-area","Utanför ANSSE-area","SUP",31.736984522626,5.39528736884641,"Plast"
1,57,17,2013,"F5_Övrigt naturmaterial","F_Naturmaterial",57.8322,10.5667,57.83,10.625,0.0701482459563805,"utanför ANSSE-area","Utanför ANSSE-area","OTHER",427.665718379538,25.3748326238526,"Naturmaterial"
1,57,17,2013,"E2_Glasflaska","E_Glas",57.8322,10.5667,57.83,10.625,0.0701482459563805,"utanför ANSSE-area","Utanför ANSSE-area","OTHER",57.0220957839384,15.5385211011232,"Glas"
1,57,17,2013,"A6_Fiskelina","A_Plast",57.8322,10.5667,57.83,10.625,0.0701482459563805,"utanför ANSSE-area","Utanför ANSSE-area","FISHERY",14.2555239459846,0.114044191567877,"Plast"
1,57,17,2013,"A2_Plastbit_stycke","A_Plast",57.8322,10.5667,57.83,10.625,0.0701482459563805,"utanför ANSSE-area","Utanför ANSSE-area","OTHER",14.2555239459846,0.3706436225956,"Plast"
1,57,17,2013,"G3_Övrigt_diverse","G_Diverse",57.8322,10.5667,57.83,10.625,0.0701482459563805,"utanför ANSSE-area","Utanför ANSSE-area","OTHER",14.2555239459846,3.27877050757646,"Diverse"
1,57,17,2013,"A3_Plastpåse","A_Plast",57.8322,10.5667,57.83,10.625,0.0701482459563805,"utanför ANSSE-area","Utanför ANSSE-area","SUP",14.2555239459846,0.0855331436759076,"Plast"
1,65,18,2013,"G1_Kläder_trasor","G_Diverse",58.4867,11.1292,58.4563,11.1322,0.0702359644669643,"ANS-SE-AA-B_Skagerrak","ANS-SE-SR-Nordsjon","OTHER",14.2377200568001,0.341705281363203,"Diverse"
1,65,18,2013,"A7_Syntetiskt rep","A_Plast",58.4867,11.1292,58.4563,11.1322,0.0702359644669643,"ANS-SE-AA-B_Skagerrak","ANS-SE-SR-Nordsjon","FISHERY",14.2377200568001,1.13901760454401,"Plast"
