haul_id,plast_a,sup_a,fishery_a,tot_a,plast_b,quarter,st_no,haul_no,year,lat,lon,X,Y,ansse_area,balse_area,trend_area,swept_area_km2,sup_b,fishery_b,var,depth,tot_b
2019_1_42_19_55.8_16,23.3161892852476,11.6580946426238,0,34.9742839278714,0.4663237857049517,1,42,19,2019,55.8429,15.97375,560.9756992774561,6189.02378989498,NA,BAL-SE-AA-U_Bornholmshavet_och_Hanobukten,BAL-SE-RG-Ostersjon,0.085777310157,0.396375217849209,0,biomass_density,56.619998931884766,22.2902769566967
2019_1_44_20_55.8_15.8,33.1354938670098,33.1354938670098,0,55.2258231116831,1.4579617301484298,1,44,20,2019,55.8055,15.826450000000001,551.8017832098426,6184.741635494265,NA,BAL-SE-AA-U_Bornholmshavet_och_Hanobukten,BAL-SE-RG-Ostersjon,0.090537355865,1.4579617301484298,0,biomass_density,55.70000076293945,79.72399824402586
2019_1_47_21_56.7_17,14.9927276257387,14.9927276257387,0,284.8618248890366,0.419796373520685,1,47,21,2019,56.71555,16.9897,621.7809983717641,6287.4909429892095,NA,BAL-SE-AA-B_V_Gotlandshavet,BAL-SE-RG-Ostersjon,0.066699004008,0.419796373520685,0,biomass_density,65.6500015258789,17.27162222485105
2019_1_49_22_57_17.2,92.839582605536,92.839582605536,0,313.33359129368404,1.20691457387197,1,49,22,2019,56.953450000000004,17.18175,632.6891324458397,6314.322249108578,NA,BAL-SE-AA-B_V_Gotlandshavet,BAL-SE-RG-Ostersjon,0.086170141824,1.20691457387197,0,biomass_density,72.05000305175781,38.96941479867374
2019_1_51_23_57.1_17.3,35.530976323962896,23.6873175493086,11.8436587746543,118.436587746543,2.747728835719789,1,51,23,2019,57.1095,17.2871,638.5130741630952,6331.896962044046,NA,BAL-SE-AA-B_V_Gotlandshavet,BAL-SE-RG-Ostersjon,0.084433368018,2.226607849635001,0.521120986084788,biomass_density,72,2.08448394433916
2019_1_53_24_57.3_17.4,45.005742353832304,45.005742353832304,11.2514355884581,22.5028711769162,0.0337543067653742,1,53,24,2019,57.337999999999994,17.4196,645.6323694224408,6357.600903480439,NA,BAL-SE-AA-B_V_Gotlandshavet,BAL-SE-RG-Ostersjon,0.088877547415,0.0900114847076645,0.0112514355884581,biomass_density,71.69999694824219,0.2250287117691614
2019_1_6_3_55.5_14.5,22.5028711769162,22.5028711769162,0,45.0057423538324,0.652583264130568,1,6,3,2019,55.4595,14.4984,468.2812577383848,6146.040430476738,NA,BAL-SE-AA-U_Bornholmshavet_och_Hanobukten,BAL-SE-RG-Ostersjon,0.088877547415,0.652583264130568,0,biomass_density,56.29999923706055,46.67095482092404
2019_1_60_28_57_18,0,0,0,0,0,1,60,28,2019,57.01049999999999,17.95365,679.345104991962,6322.433490188989,NA,BAL-SE-AA-B_V_Gotlandshavet,BAL-SE-RG-Ostersjon,0.080602311639,0,0,biomass_density,62.75,0
2019_1_62_29_57.2_18.8,37.3420488894744,24.8946992596496,12.4473496298248,87.1314474087735,0.7343936281596626,1,62,29,2019,57.1625,18.8021,729.8923337039616,6341.887555227433,NA,BAL-SE-AA-B_O_Gotlandshavet,BAL-SE-RG-Ostersjon,0.080338387668,0.709498928900013,0.0248946992596496,biomass_density,37.5,0.248946992596496
2019_1_65_30_57.3_19.1,28.9269468597726,28.9269468597726,0,28.9269468597726,0.0578538937195451,1,65,30,2019,57.26625,19.08365,746.2121646866633,6354.409982629316,NA,BAL-SE-AA-B_O_Gotlandshavet,BAL-SE-RG-Ostersjon,0.069139685211,0.0578538937195451,0,biomass_density,80.0999984741211,0.911198826082836
2019_1_67_31_56_19.3,32.9032363960292,10.9677454653431,21.9354909306861,54.8387273267154,0.2193549093068611,1,67,31,2019,56.01925,19.2911,767.3996143268934,6216.531665713469,NA,utanför BALSE-area,utanför ANSSE-area,0.091176441244,0.208387163841518,0.0109677454653431,biomass_density,79.55000305175781,8.028389680631125
2019_1_68_32_56.1_19.9,0,0,0,0,0,1,68,32,2019,56.136250000000004,19.85915,801.8501645708619,6231.882781488747,NA,utanför BALSE-area,utanför ANSSE-area,0.090537355865,0,0,biomass_density,58.5,0
2019_1_70_33_56.1_19.9,33.8874502383058,16.9437251191529,16.9437251191529,67.7749004766116,0.050831175357458694,1,70,33,2019,56.13865,19.94395,807.093842115173,6232.524291484121,NA,utanför BALSE-area,utanför ANSSE-area,0.059018898912,0.0338874502383058,0.0169437251191529,biomass_density,61.54999923706055,1.03356723226833
2019_1_72_34_56.1_19.5,10.8187378401436,10.8187378401436,0,21.6374756802872,0.324562135204307,1,72,34,2019,56.13575,19.5336,781.6473096667913,6230.448791159901,NA,utanför BALSE-area,utanför ANSSE-area,0.092432224052,0.324562135204307,0,biomass_density,69.0999984741211,0.28128718384373297
2019_1_78_37_56.3_19.7,11.6698842031938,0,0,11.6698842031938,0.116698842031938,1,78,37,2019,56.271150000000006,19.72175,792.2930827420796,6246.284358980894,NA,utanför BALSE-area,utanför ANSSE-area,0.085690653188,0,0,biomass_density,68.6500015258789,0.361766410299008
2019_1_8_4_55.7_14.5,0,0,0,140.3793156632758,0,1,8,4,2019,55.680350000000004,14.471250000000001,466.75152717804093,6170.631045694229,NA,BAL-SE-AA-U_Bornholmshavet_och_Hanobukten,BAL-SE-RG-Ostersjon,0.085482679149,0,0,biomass_density,48.75,10.692224543019513
2019_1_80_38_56.4_19.9,21.6926411442202,10.8463205721101,0,32.5389617163303,4.598839922574682,1,80,38,2019,56.37075,19.8761,801.053258177311,6258.0211779331985,NA,utanför BALSE-area,utanför ANSSE-area,0.092197164315,4.37106719056037,0,biomass_density,83.55999755859375,0.911090928057249
2019_1_82_39_56.5_20.2,32.0455901933235,32.0455901933235,0,10.6818633977745,0.886594662015284,1,82,39,2019,56.4901,20.153399999999998,817.1597948231611,6272.534104133765,NA,utanför BALSE-area,utanför ANSSE-area,0.093616624999,0.886594662015284,0,biomass_density,88.0999984741211,8.11821618230863
2019_1_84_40_56.5_20.2,10.8187378401436,10.8187378401436,0,10.8187378401436,0.0432749513605742,1,84,40,2019,56.48625,20.21265,820.8348830419555,6272.381763916507,NA,utanför BALSE-area,utanför ANSSE-area,0.092432224052,0.0432749513605742,0,biomass_density,82.94999694824219,5.16053794974848
2019_1_86_41_56.4_20.1,21.654122787994,21.654122787994,0,10.827061393997,1.559096840735568,1,86,41,2019,56.4431,20.076,812.787978328137,6266.955629034995,NA,utanför BALSE-area,utanför ANSSE-area,0.092361164642,1.559096840735568,0,biomass_density,84.279998779296875,1.21263087612767
2019_1_9_5_55.7_14.4,12.9197022670778,12.9197022670778,0,25.8394045341556,0.155036427204933,1,9,5,2019,55.70525,14.3916,461.7674047467848,6173.443201924031,NA,BAL-SE-AA-U_Bornholmshavet_och_Hanobukten,BAL-SE-RG-Ostersjon,0.077401164464,0.155036427204933,0,biomass_density,36.599998474121094,1.873356828726272
2019_1_92_44_57.8_19.5,10.8463205721101,10.8463205721101,0,10.8463205721101,0.0650779234326606,1,92,44,2019,57.779799999999994,19.4815,766.4047609114589,6413.01636821218,NA,BAL-SE-AA-B_O_Gotlandshavet,BAL-SE-RG-Ostersjon,0.092197164315,0.0650779234326606,0,biomass_density,78.55000305175781,0.151848488009541
2019_1_93_45_57.6_19.2,0,0,0,11.3187815126895,0,1,93,45,2019,57.60165,19.16005,748.5289377649469,6391.985322778514,NA,BAL-SE-AA-B_O_Gotlandshavet,BAL-SE-RG-Ostersjon,0.088348732492,0,0,biomass_density,46,0.45275126050758
2019_1_95_46_57.5_19.2,0,0,0,43.3849960558308,0,1,95,46,2019,57.487899999999996,19.2434,754.2964704455655,6379.64549086936,NA,BAL-SE-AA-B_O_Gotlandshavet,BAL-SE-RG-Ostersjon,0.092197772586,0,0,biomass_density,65.6500015258789,3.134565965033774
2019_1_98_47_57.3_19.1,10.6545094151269,10.6545094151269,0,0,0.106545094151269,1,98,47,2019,57.335899999999995,19.13235,748.6753962263967,6362.332328685561,NA,BAL-SE-AA-B_O_Gotlandshavet,BAL-SE-RG-Ostersjon,0.093856972765,0.106545094151269,0,biomass_density,76.4000015258789,0
2019_4_65_1_55.5_14.6,0,0,0,0,0,4,65,1,2019,55.469049999999996,14.623750000000001,476.21348346792837,6147.053198681631,NA,BAL-SE-AA-U_Bornholmshavet_och_Hanobukten,BAL-SE-RG-Ostersjon,0.05753828992,0,0,biomass_density,64.30000305175781,0
2019_4_66_2_55.5_14.5,0,0,0,28.869477252546,0,4,66,2,2019,55.4607,14.50835,468.91138569914415,6146.169481273728,NA,BAL-SE-AA-U_Bornholmshavet_och_Hanobukten,BAL-SE-RG-Ostersjon,0.06927731952,0,0,biomass_density,58.29999923706055,0.115477909010184
2019_4_67_3_55.7_14.4,0,0,0,0,0,4,67,3,2019,55.70635,14.35375,459.39004122250225,6173.587135652564,NA,BAL-SE-AA-U_Bornholmshavet_och_Hanobukten,BAL-SE-RG-Ostersjon,0.0763728992,0,0,biomass_density,33.060001373291016,0
2019_4_68_4_55.7_14.4,120.21837041851,0,0,13.3575967131678,7.85426686734265,4,68,4,2019,55.711,14.4004,462.32593291410865,6174.078301756674,NA,BAL-SE-AA-U_Bornholmshavet_och_Hanobukten,BAL-SE-RG-Ostersjon,0.0748637664,0,0,biomass_density,36.849998474121094,30.4553205060225
2019_4_69_5_55.7_14.5,28.1137889097706,28.1137889097706,0,28.1137889097706,2.69892373533798,4,69,5,2019,55.67725,14.478449999999999,467.2016740345318,6170.282620114566,NA,BAL-SE-AA-U_Bornholmshavet_och_Hanobukten,BAL-SE-RG-Ostersjon,0.07113946848,2.69892373533798,0,biomass_density,49.25,13.972553088156001
2019_4_70_6_55.7_14.5,0,0,0,50.8983143256021,0,4,70,6,2019,55.6953,14.527999999999999,470.3313295746085,6172.269095341057,NA,BAL-SE-AA-U_Bornholmshavet_och_Hanobukten,BAL-SE-RG-Ostersjon,0.07858806432,0,0,biomass_density,45.849998474121094,33.41474335475786
2019_4_71_7_55.7_14.4,0,0,0,13.0334059269019,0,4,71,7,2019,55.70575,14.395,461.98154741442016,6173.496977608935,NA,BAL-SE-AA-U_Bornholmshavet_och_Hanobukten,BAL-SE-RG-Ostersjon,0.07672591536,0,0,biomass_density,37.650001525878906,16.6827595864345
2019_4_72_8_57_18,0,0,0,0,0,4,72,8,2019,57.004400000000004,17.9535,679.3653685792328,6321.754439022288,NA,BAL-SE-AA-B_V_Gotlandshavet,BAL-SE-RG-Ostersjon,0.07300161744,0,0,biomass_density,62.29999923706055,0
2019_4_73_9_57.1_17.9,32.0994950401472,32.0994950401472,0,0,0.674089395843091,4,73,9,2019,57.05985,17.916150000000002,676.8342556540767,6327.826148775399,NA,BAL-SE-AA-B_V_Gotlandshavet,BAL-SE-RG-Ostersjon,0.06230627608,0.674089395843091,0,biomass_density,74.3499984741211,0
2019_4_75_11_57_17.2,12.8561143679934,0,0,141.4172580479274,0.56566903219171,4,75,11,2019,56.95615,17.1836,632.79201999238,6314.626303727214,NA,BAL-SE-AA-B_V_Gotlandshavet,BAL-SE-RG-Ostersjon,0.077784,0,0,biomass_density,71.8499984741211,18.89848812095037
2019_4_76_12_57.4_17,13.5714673470496,0,0,149.2861408175453,0.108571738776397,4,76,12,2019,57.4337,17.007350000000002,620.5098462370017,6367.444453670495,NA,BAL-SE-AA-B_V_Gotlandshavet,BAL-SE-RG-Ostersjon,0.073684,0,0,biomass_density,54.900001525878906,16.39433255523584
2019_4_77_13_57.4_16.9,18.2908984489318,18.2908984489318,0,18.2908984489318,0.0548726953467954,4,77,13,2019,57.372600000000006,16.9025,614.4065527048136,6360.463175326744,NA,BAL-SE-AA-B_V_Gotlandshavet,BAL-SE-RG-Ostersjon,0.054672,0.0548726953467954,0,biomass_density,43.20000076293945,0.0365817968978636
2019_4_81_17_57.9_19.5,13.1935101174395,13.1935101174395,0,65.967550587197593,0.0131935101174395,4,81,17,2019,57.868750000000006,19.49175,766.3559555791691,6422.946385588998,NA,BAL-SE-AA-B_O_Gotlandshavet,BAL-SE-RG-Ostersjon,0.07579484088,0.0131935101174395,0,biomass_density,68.5,3.6414087924133094
2019_4_82_18_57.8_19.5,0,0,0,38.0614057345851,0,4,82,18,2019,57.8351,19.529449999999997,768.8404371068904,6419.354414692768,NA,BAL-SE-AA-B_O_Gotlandshavet,BAL-SE-RG-Ostersjon,0.07882,0,0,biomass_density,78.81999969482422,0.456736868815022
2019_4_83_19_57.3_18.9,53.3290670079727,39.9968002559795,13.3322667519932,26.6645335039863,0.8932618723835425,4,83,19,2019,57.271,18.948099999999997,738.0143660641022,6354.455910782284,NA,BAL-SE-AA-B_O_Gotlandshavet,BAL-SE-RG-Ostersjon,0.075006,0.8132682718715835,0.079993600511959,biomass_density,54.349998474121094,0.373303469055809
2019_4_85_21_57.2_18.8,25.8892973644696,12.9446486822348,0,25.8892973644696,2.0840884378397946,4,85,21,2019,57.1707,18.8425,732.282131566975,6342.936560039074,NA,BAL-SE-AA-B_O_Gotlandshavet,BAL-SE-RG-Ostersjon,0.077252,2.07114378915756,0,biomass_density,47.779998779296875,7.24900326205147
2019_4_86_22_56.4_18.5,0,0,0,0,0,4,86,22,2019,56.3831,18.477249999999998,714.6673193275955,6254.146208628456,NA,BAL-SE-AA-B_O_Gotlandshavet,BAL-SE-RG-Ostersjon,0.07162602352,0,0,biomass_density,38.25,0
2019_4_90_26_55.9_18.7,0,0,0,0,0,4,90,26,2019,55.918549999999996,18.65935,728.6475916782134,6203.065330200179,NA,BAL-SE-AA-B_O_Gotlandshavet,BAL-SE-RG-Ostersjon,0.08334,0,0,biomass_density,112.86000061035156,0
2019_4_91_27_56.2_18.4,0,0,0,0,0,4,91,27,2019,56.23435,18.4466,713.6051187866798,6237.50615136433,NA,BAL-SE-AA-B_O_Gotlandshavet,BAL-SE-RG-Ostersjon,0.071734,0,0,biomass_density,71.41999816894531,0
2019_4_92_28_56.5_18.7,12.8561143679934,0,0,12.8561143679934,0.0257122287359868,4,92,28,2019,56.4727,18.68725,727.0898324146526,6264.786639506449,NA,BAL-SE-AA-B_O_Gotlandshavet,BAL-SE-RG-Ostersjon,0.077784,0,0,biomass_density,75.1500015258789,0.0128561143679934
2019_4_93_29_56.3_18.4,14.5180023228804,0,14.5180023228804,43.554006968641204,0.145180023228804,4,93,29,2019,56.34145,18.4315,712.0755399688213,6249.371707053076,NA,BAL-SE-AA-B_O_Gotlandshavet,BAL-SE-RG-Ostersjon,0.06888,0,0.319396051103368,biomass_density,42.060001373291016,7.520325203252028
2019_4_94_30_56.7_17,0,0,0,344.28421986519936,0,4,94,30,2019,56.6808,16.99175,622.0188507289614,6283.627495977867,NA,BAL-SE-AA-B_V_Gotlandshavet,BAL-SE-RG-Ostersjon,0.075519,0,0,biomass_density,65.5999984741211,61.04424052225262
2019_4_95_31_55.8_15.6,0,0,0,233.766948103738,0,4,95,31,2019,55.84425,15.55995,535.0629683715193,6188.887038368761,NA,BAL-SE-AA-U_Bornholmshavet_och_Hanobukten,BAL-SE-RG-Ostersjon,0.072722,0,0,biomass_density,33,1.45760567641154
2019_4_96_32_55.8_15.2,0,0,0,49.4429428439581,0,4,96,32,2019,55.7819,15.20785,513.036047731159,6181.825632824659,NA,BAL-SE-AA-U_Bornholmshavet_och_Hanobukten,BAL-SE-RG-Ostersjon,0.060676,0,0,biomass_density,55.599998474121094,0.857011009295273
2019_4_97_33_55.7_14.4,47.3653049141504,23.6826524570752,23.6826524570752,59.206631142687996,1.1841326228537559,4,97,33,2019,55.68925,14.443850000000001,465.0365406050917,6171.6349960091075,NA,BAL-SE-AA-U_Bornholmshavet_och_Hanobukten,BAL-SE-RG-Ostersjon,0.08445,0.118413262285376,1.06571936056838,biomass_density,43.959999084472656,8.549437537004149
2020_1_41_1_55.7_14.3,0,0,0,0,0,1,41,1,2020,55.7115,14.3474,458.9964109653398,6174.164012564352,NA,BAL-SE-AA-U_Bornholmshavet_och_Hanobukten,BAL-SE-RG-Ostersjon,0.071734,0,0,biomass_density,32.45000076293945,0
2020_1_42_2_55.7_14.5,0,0,0,0,0,1,42,2,2020,55.6942,14.524999999999999,470.14192071475344,6172.147963290751,NA,BAL-SE-AA-U_Bornholmshavet_och_Hanobukten,BAL-SE-RG-Ostersjon,0.077252,0,0,biomass_density,46.95000076293945,0
2020_1_43_3_55.8_15.3,0,0,0,57.852514655970296,0,1,43,3,2020,55.8279,15.27335,517.1238995406184,6186.959388365521,NA,BAL-SE-AA-U_Bornholmshavet_och_Hanobukten,BAL-SE-RG-Ostersjon,0.051856,0,0,biomass_density,51.279998779296875,1.947701326751
2020_1_44_4_55.8_15.5,0,0,0,58.099000697188,0,1,44,4,2020,55.8359,15.544450000000001,534.0997070372647,6187.950004887398,NA,BAL-SE-AA-U_Bornholmshavet_och_Hanobukten,BAL-SE-RG-Ostersjon,0.068848,0,0,biomass_density,47.150001525878906,16.587264699047175
2020_1_45_5_55.6_16.4,0,0,0,27.6418719075656,0,1,45,5,2020,55.5844,16.41695,589.3147766463705,6160.737164174515,NA,BAL-SE-AA-U_Bornholmshavet_och_Hanobukten,BAL-SE-RG-Ostersjon,0.072354,0,0,biomass_density,67.23999786376953,5.41780689388286
2020_1_46_6_55.6_16.7,0,0,0,0,0,1,46,6,2020,55.603849999999994,16.6725,605.3692274009151,6163.259739545636,NA,BAL-SE-AA-U_Bornholmshavet_och_Hanobukten,BAL-SE-RG-Ostersjon,0.075006,0,0,biomass_density,53.439998626708984,0
2020_1_47_7_55.7_16.5,0,0,0,0,0,1,47,7,2020,55.67215,16.52025,595.611668350171,6170.639365560828,NA,BAL-SE-AA-U_Bornholmshavet_och_Hanobukten,BAL-SE-RG-Ostersjon,0.066062,0,0,biomass_density,63.439998626708984,0
2020_1_48_8_55.8_16.6,0,0,0,63.4356762243085,0,1,48,8,2020,55.7756,16.6496,603.4720288598617,6182.336676131665,NA,BAL-SE-AA-U_Bornholmshavet_och_Hanobukten,BAL-SE-RG-Ostersjon,0.07882,0,0,biomass_density,55,1.92844455721898
2020_1_49_9_55.8_16.5,12.9446486822348,12.9446486822348,0,90.6125407756434,0.336560865738104,1,49,9,2020,55.799,16.494549999999997,593.6911048749977,6184.719938280793,NA,BAL-SE-AA-U_Bornholmshavet_och_Hanobukten,BAL-SE-RG-Ostersjon,0.077252,0.336560865738104,0,biomass_density,56.2400016784668,2.9254906021850595
2020_1_51_11_57.1_18.8,23.9980801535878,0,11.9990400767939,71.9942404607632,14.122870170386395,1,51,11,2020,57.053,18.82775,732.1264770007888,6329.796324867965,NA,BAL-SE-AA-B_O_Gotlandshavet,BAL-SE-RG-Ostersjon,0.08334,0,14.1108711303096,biomass_density,68.19999694824219,8.61531077513799
2020_1_53_13_57.2_18.8,24.3350448981578,12.1675224490789,0,24.3350448981578,1.958971114301709,1,53,13,2020,57.1715,18.8491,732.6758289847572,6343.04805466779,NA,BAL-SE-AA-B_O_Gotlandshavet,BAL-SE-RG-Ostersjon,0.082186,0.0121675224490789,0,biomass_density,49.45000076293945,16.40182026135836
2020_1_54_14_57.3_18.9,0,0,0,517.7961609113211,0,1,54,14,2020,57.271,18.9484,738.0324398872492,6354.4569601794965,NA,BAL-SE-AA-B_O_Gotlandshavet,BAL-SE-RG-Ostersjon,0.081113,0,0,biomass_density,54.349998474121094,86.2993601518868
2020_1_55_15_57.3_19.1,37.741071091597505,12.5803570305325,0,402.57142497704103,23.4372051478821,1,55,15,2020,57.31445,19.0674,744.9123988237869,6359.711317945786,NA,BAL-SE-AA-B_O_Gotlandshavet,BAL-SE-RG-Ostersjon,0.079489,9.9384820541207,0,biomass_density,67.4000015258789,111.0216507944495
2020_1_57_17_57.3_19.1,0,0,0,112.484533376661,0,1,57,17,2020,57.33085,19.12375,748.1923255804414,6361.739343062351,NA,BAL-SE-AA-B_O_Gotlandshavet,BAL-SE-RG-Ostersjon,0.080011,0,0,biomass_density,77.5999984741211,2.04971816375248
2020_1_58_18_57.6_19.2,11.9990400767939,0,0,0,7.29541636669066,1,58,18,2020,57.6064,19.162950000000002,748.6695968076173,6392.524161941177,NA,BAL-SE-AA-B_O_Gotlandshavet,BAL-SE-RG-Ostersjon,0.08334,0,0,biomass_density,46.849998474121094,0
2020_1_60_20_57.9_19.4,0,0,0,12.3284800216981,0,1,60,20,2020,57.89215,19.430100000000003,762.5326545082817,6425.306827208648,NA,BAL-SE-AA-B_O_Gotlandshavet,BAL-SE-RG-Ostersjon,0.081113,0,0,biomass_density,49.34000015258789,10.4298940983566
2020_1_61_21_58.1_19.4,38.3063486388477,38.3063486388477,0,0,0.0510751315184636,1,61,21,2020,58.062650000000005,19.442500000000003,762.0181301964731,6444.312280744678,NA,BAL-SE-AA-B_O_Gotlandshavet,BAL-SE-RG-Ostersjon,0.078316,0.0510751315184636,0,biomass_density,83.9000015258789,0
2020_1_63_23_57.4_16.9,22.4982001439885,22.4982001439885,0,67.4946004319655,0.179985601151908,1,63,23,2020,57.371849999999995,16.90365,614.478033701255,6360.3816380382395,NA,BAL-SE-AA-B_V_Gotlandshavet,BAL-SE-RG-Ostersjon,0.044448,0.179985601151908,0,biomass_density,43.54999923706055,0.494960403167747
2020_1_64_24_57.4_17,41.5351387273634,0,0,20.7675693636817,2.61671373982389,1,64,24,2020,57.426249999999996,17.01415,620.942582417695,6366.627389487374,NA,BAL-SE-AA-B_V_Gotlandshavet,BAL-SE-RG-Ostersjon,0.048152,0,0,biomass_density,53.95000076293945,0.166140554909453
2020_1_65_25_57.5_17.1,24.9912530614285,24.9912530614285,0,0,0.099965012245714,1,65,25,2020,57.4735,17.0754,624.459133210084,6371.9966018685645,NA,BAL-SE-AA-B_V_Gotlandshavet,BAL-SE-RG-Ostersjon,0.040014,0.099965012245714,0,biomass_density,67.4000015258789,0
2020_1_66_26_57.3_17.4,17.1626677650774,0,0,102.976006590464,0.549205368482477,1,66,26,2020,57.3344,17.4192,645.6225482432441,6357.199439574706,NA,BAL-SE-AA-B_V_Gotlandshavet,BAL-SE-RG-Ostersjon,0.058266,0,0,biomass_density,72.94000244140625,13.9360862252429
2020_1_67_27_57.3_17.4,38.8228899759298,19.4114449879649,19.4114449879649,58.234334963894696,2.659367963351195,1,67,27,2020,57.2879,17.4144,645.5173090809116,6352.014668841147,NA,BAL-SE-AA-B_V_Gotlandshavet,BAL-SE-RG-Ostersjon,0.051516,2.63995651836323,0.0194114449879649,biomass_density,74.94999694824219,15.432098765432093
2020_1_69_29_57.1_17.3,66.2085038202305,39.7251022921383,0,92.6919053483229,3.310425191011534,1,69,29,2020,57.10925,17.28675,638.4928146759559,6331.868431138533,NA,BAL-SE-AA-B_V_Gotlandshavet,BAL-SE-RG-Ostersjon,0.075519,2.727790357393505,0,biomass_density,71.86000061035156,0.940160754247275
2020_1_70_30_56.7_17,13.1570291428196,0,0,184.1984079994736,0.499967107427143,1,70,30,2020,56.71565,16.98975,621.7837349724995,6287.502160208229,NA,BAL-SE-AA-B_V_Gotlandshavet,BAL-SE-RG-Ostersjon,0.076005,0,0,biomass_density,65.69999694824219,3.236629169133609
2020_1_71_31_56.7_17,12.9446486822348,12.9446486822348,0,517.7859472893903,4.68596282296898,1,71,31,2020,56.6802,16.991349999999997,621.9962897309193,6283.560014271645,NA,BAL-SE-AA-B_V_Gotlandshavet,BAL-SE-RG-Ostersjon,0.077252,4.68596282296898,0,biomass_density,66.25,15.792471392326421
2020_1_72_32_56.1_17.4,68.75498473639351,13.7509969472787,13.7509969472787,41.2529908418361,10.918291576139271,1,72,32,2020,56.0809,17.4009,649.4094618266272,6217.68190283456,NA,BAL-SE-AA-B_O_Gotlandshavet,BAL-SE-RG-Ostersjon,0.072722,0.715051841258491,0.0550039877891147,biomass_density,40.70000076293945,0.0275019938945574
2020_1_73_33_55.9_16.5,74.9737591842855,24.9912530614285,49.982506122857,74.9737591842855,0.5248163142899985,1,73,33,2020,55.8645,16.462600000000002,591.5343866342367,6191.966080154912,NA,BAL-SE-AA-U_Bornholmshavet_och_Hanobukten,BAL-SE-RG-Ostersjon,0.040014,0.49982506122857,0.0249912530614285,biomass_density,52.439998626708984,17.243964612385657
2020_1_74_34_55.9_16.1,20.2056939645592,20.2056939645592,0,222.2626336101514,0.0202056939645592,1,74,34,2020,55.870599999999996,16.0631,566.523176784944,6192.188758084367,NA,BAL-SE-AA-U_Bornholmshavet_och_Hanobukten,BAL-SE-RG-Ostersjon,0.049491,0.0202056939645592,0,biomass_density,52.900001525878906,1.9195409266331191
2020_1_75_35_55.8_16,61.6700242568763,61.6700242568763,0,226.123422275213,10.27833737614603,1,75,35,2020,55.8411,15.96725,560.571485723912,6188.8177650144235,NA,BAL-SE-AA-U_Bornholmshavet_och_Hanobukten,BAL-SE-RG-Ostersjon,0.048646,10.27833737614603,0,biomass_density,56.599998474121094,3.00127451383464
2020_1_76_36_55.7_15.8,26.3140582856392,13.1570291428196,0,52.6281165712783,1.8551411091375596,1,76,36,2020,55.65925,15.78715,549.5233249202126,6168.436988315257,NA,BAL-SE-AA-U_Bornholmshavet_och_Hanobukten,BAL-SE-RG-Ostersjon,0.076005,0.0131570291428196,0,biomass_density,66.95999908447266,3.815538451417673
2020_1_77_37_55.8_15.9,0,0,0,145.5498144239863,0,1,77,37,2020,55.79745,15.92125,557.7555718045037,6183.92072705427,NA,BAL-SE-AA-U_Bornholmshavet_och_Hanobukten,BAL-SE-RG-Ostersjon,0.054964,0,0,biomass_density,59.63999938964844,11.35288552507096
2020_1_78_38_55.8_15.8,38.3063486388477,25.5375657592318,0,178.762960314623,0.702283058378876,1,78,38,2020,55.805899999999994,15.831,552.0864352387155,6184.789563382507,NA,BAL-SE-AA-U_Bornholmshavet_och_Hanobukten,BAL-SE-RG-Ostersjon,0.078316,0.49798253230502093,0,biomass_density,55.650001525878906,11.4919045916543
2020_1_79_39_55.9_15.6,52.9668030561844,52.9668030561844,0,158.9004091685534,1.9862551146069145,1,79,39,2020,55.895300000000006,15.567350000000001,535.4797655882807,6194.572313490332,NA,BAL-SE-AA-U_Bornholmshavet_och_Hanobukten,BAL-SE-RG-Ostersjon,0.075519,1.9862551146069145,0,biomass_density,50.5,38.48038242031801
2020_1_80_40_56_15.4,102.8489149439472,64.280571839967,0,64.280571839967,4.062532140285919,1,80,40,2020,55.966499999999996,15.398900000000001,524.8999619865037,6202.42296981628,NA,BAL-SE-AA-U_Bornholmshavet_och_Hanobukten,BAL-SE-RG-Ostersjon,0.077784,0.565669032191709,0,biomass_density,45.650001525878906,20.466934073845557
2020_1_81_41_55.7_14.4,0,0,0,0,0,1,81,41,2020,55.70975,14.39415,461.93202285190176,6173.942602724999,NA,BAL-SE-AA-U_Bornholmshavet_och_Hanobukten,BAL-SE-RG-Ostersjon,0.07257352544,0,0,biomass_density,36.70000076293945,0
2020_1_82_42_55.7_14.4,0,0,0,0,0,1,82,42,2020,55.69225,14.431000000000001,464.23144855569905,6171.975416917265,NA,BAL-SE-AA-U_Bornholmshavet_och_Hanobukten,BAL-SE-RG-Ostersjon,0.07300161744,0,0,biomass_density,41.86000061035156,0
2020_1_83_43_55.5_14.6,42.857142857142904,28.5714285714286,0,42.8571428571429,0.3714285714285713,1,83,43,2020,55.4851,14.61475,475.6544017827047,6148.842467713738,NA,BAL-SE-AA-U_Bornholmshavet_och_Hanobukten,BAL-SE-RG-Ostersjon,0.07,0.357142857142857,0,biomass_density,59.779998779296875,3.65714285714285
2020_1_84_44_55.5_14.5,25.7122287359868,25.7122287359868,12.8561143679934,115.70502931194069,1.38846035174329,1,84,44,2020,55.46085,14.5145,469.30038320431225,6146.183442531156,NA,BAL-SE-AA-U_Bornholmshavet_och_Hanobukten,BAL-SE-RG-Ostersjon,0.077784,1.38846035174329,0.205697829887895,biomass_density,58.79999923706055,1.2341869793273719
